 log_id,User_id,Username,Date,Actions
2465,294,Faryal,"05/03/23 03:35:25am","user Loged in"
2466,294,.Faryal.,"05/03/23 03:35:26am","view notifications"
2467,294,.Faryal.,"05/03/23 03:35:30am","view lectures"
2468,294,.Faryal.,"05/03/23 03:35:34am",".viewed lecture link https://www.youtube.com/watch?v=vO7QXLTSE4I."
2469,294,.Faryal.,"05/03/23 03:35:37am",".downloaded lecture file Lecture 1."
2470,294,.Faryal.,"05/03/23 03:35:46am","attempt Quiz"
2473,294,.Faryal.,"05/03/23 03:36:49am","user logged out"
2474,287,Abiha,"05/03/23 03:38:18am","user Loged in"
2475,287,.Abiha.,"05/03/23 03:38:19am","view notifications"
2476,287,.Abiha.,"05/03/23 03:38:23am","view lectures"
2477,287,.Abiha.,"05/03/23 03:38:29am",".viewed lecture link https://www.youtube.com/watch?v=vO7QXLTSE4I."
2478,287,.Abiha.,"05/03/23 03:38:33am",".downloaded lecture file Lecture 1."
2479,287,.Abiha.,"05/03/23 03:38:36am","attempt Quiz"
2482,287,.Abiha.,"05/03/23 03:39:12am","user logged out"
2483,280,Sonia,"05/03/23 03:40:44am","user Loged in"
2484,280,.Sonia.,"05/03/23 03:40:45am","view notifications"
2485,280,.Sonia.,"05/03/23 03:40:49am","view Quiz List"
2486,280,.Sonia.,"05/03/23 03:41:03am","attempt Quiz"
2488,280,.Sonia.,"05/03/23 03:41:31am","view lectures"
2489,280,.Sonia.,"05/03/23 03:41:57am","view progress"
2490,280,.Sonia.,"05/03/23 03:42:14am","view Quiz List"
2491,280,.Sonia.,"05/03/23 03:43:13am","attempt Quiz"
2493,280,.Sonia.,"05/03/23 03:43:35am","view lectures"
2494,280,.Sonia.,"05/03/23 03:43:43am","view progress"
2495,280,.Sonia.,"05/03/23 03:43:56am","user logged out"
2496,232,"Muhammad Umer","05/03/23 03:45:13am","user Loged in"
2497,232,".Muhammad Umer.","05/03/23 03:45:14am","view notifications"
2498,232,".Muhammad Umer.","05/03/23 03:45:20am","view lectures"
2499,232,".Muhammad Umer.","05/03/23 03:45:26am",".viewed lecture link https://www.youtube.com/watch?v=vO7QXLTSE4I."
2500,232,".Muhammad Umer.","05/03/23 03:45:31am",".downloaded lecture file Lecture 1."
2501,232,".Muhammad Umer.","05/03/23 03:45:35am","attempt Quiz"
2503,232,".Muhammad Umer.","05/03/23 03:45:58am","view lectures"
2504,232,".Muhammad Umer.","05/03/23 03:46:06am","user logged out"
2505,226,Muhammad,"05/03/23 03:47:25am","user Loged in"
2506,226,.Muhammad.,"05/03/23 03:47:26am","view notifications"
2507,226,.Muhammad.,"05/03/23 03:47:30am","view lectures"
2508,226,.Muhammad.,"05/03/23 03:47:37am",".viewed lecture link https://www.youtube.com/watch?v=vO7QXLTSE4I."
2509,226,.Muhammad.,"05/03/23 03:47:43am",".downloaded lecture file Lecture 1."
2510,226,.Muhammad.,"05/03/23 03:47:50am","attempt Quiz"
2512,226,.Muhammad.,"05/03/23 03:48:20am","view lectures"
2513,226,.Muhammad.,"05/03/23 03:48:27am","user logged out"
2514,230,"Sadia ","05/03/23 03:49:46am","user Loged in"
2515,230,".Sadia .","05/03/23 03:49:47am","view notifications"
2516,230,".Sadia .","05/03/23 03:50:09am","view Quiz List"
2517,230,".Sadia .","05/03/23 03:50:15am","view progress"
2518,230,".Sadia .","05/03/23 03:50:25am","view lectures"
2519,230,".Sadia .","05/03/23 03:50:40am",".downloaded lecture file Lecture 2."
2520,230,".Sadia .","05/03/23 03:50:43am","attempt Quiz"
2522,230,".Sadia .","05/03/23 03:51:09am","view lectures"
2523,230,".Sadia .","05/03/23 03:51:17am","user logged out"
2524,248,Yasir,"05/03/23 03:55:51am","user Loged in"
2525,248,.Yasir.,"05/03/23 03:55:52am","view notifications"
2526,248,.Yasir.,"05/03/23 03:56:05am","view lectures"
2527,248,.Yasir.,"05/03/23 03:56:15am","view assignment"
2528,248,.Yasir.,"05/03/23 03:56:19am","view lectures"
2529,248,.Yasir.,"05/03/23 03:56:30am",".viewed lecture link https://www.youtube.com/watch?v=vO7QXLTSE4I."
2530,248,.Yasir.,"05/03/23 03:56:33am",".downloaded lecture file Lecture 1."
2531,248,.Yasir.,"05/03/23 03:56:37am","attempt Quiz"
2533,248,.Yasir.,"05/03/23 03:57:02am","view lectures"
2534,248,.Yasir.,"05/03/23 03:57:08am","user logged out"
2535,264,Noman,"05/03/23 03:58:25am","user Loged in"
2536,264,.Noman.,"05/03/23 03:58:26am","view notifications"
2537,264,.Noman.,"05/03/23 03:58:35am","view Quiz List"
2538,264,.Noman.,"05/03/23 03:58:38am","view assignment"
2539,264,.Noman.,"05/03/23 03:58:43am","view progress"
2540,264,.Noman.,"05/03/23 03:58:51am","view announcements"
2541,264,.Noman.,"05/03/23 03:58:54am","user logged out"
2542,261,Laiba,"05/03/23 04:00:23am","user Loged in"
2543,261,.Laiba.,"05/03/23 04:00:24am","view notifications"
2544,261,.Laiba.,"05/03/23 04:00:30am","view lectures"
2545,261,.Laiba.,"05/03/23 04:00:37am","attempt Quiz"
2547,261,.Laiba.,"05/03/23 04:01:03am","view lectures"
2548,261,.Laiba.,"05/03/23 04:01:12am","view assignment"
2549,261,.Laiba.,"05/03/23 04:01:14am","view lectures"
2550,261,.Laiba.,"05/03/23 04:01:19am",".viewed lecture link https://www.youtube.com/watch?v=vO7QXLTSE4I."
2551,261,.Laiba.,"05/03/23 04:01:28am","user logged out"
2552,234,Shakeel,"05/03/23 04:04:40am","user Loged in"
2553,234,.Shakeel.,"05/03/23 04:04:41am","view notifications"
2554,234,.Shakeel.,"05/03/23 04:04:49am","view lectures"
2555,234,.Shakeel.,"05/03/23 04:04:52am","view assignment"
2556,234,.Shakeel.,"05/03/23 04:04:57am","view lectures"
2557,234,.Shakeel.,"05/03/23 04:05:05am",".viewed lecture link https://www.youtube.com/watch?v=vO7QXLTSE4I."
2558,234,.Shakeel.,"05/03/23 04:05:09am",".downloaded lecture file Lecture 1."
2559,234,.Shakeel.,"05/03/23 04:05:12am","attempt Quiz"
2561,234,.Shakeel.,"05/03/23 04:05:36am","view lectures"
2562,234,.Shakeel.,"05/03/23 04:05:45am","view assignment"
2563,234,.Shakeel.,"05/03/23 04:05:49am","user logged out"
2564,274,Sehrish,"05/03/23 04:07:37am","user Loged in"
2565,274,.Sehrish.,"05/03/23 04:07:38am","view notifications"
2566,274,.Sehrish.,"05/03/23 04:07:43am","view lectures"
2567,274,.Sehrish.,"05/03/23 04:07:51am","view announcements"
2568,274,.Sehrish.,"05/03/23 04:07:57am","view assignment"
2569,274,.Sehrish.,"05/03/23 04:08:01am","view Quiz List"
2570,274,.Sehrish.,"05/03/23 04:08:16am","attempt Quiz"
2572,274,.Sehrish.,"05/03/23 04:08:40am","view lectures"
2573,274,.Sehrish.,"05/03/23 04:08:42am","view progress"
2574,274,.Sehrish.,"05/03/23 04:08:49am","view lectures"
2575,274,.Sehrish.,"05/03/23 04:08:55am",".viewed lecture link https://www.youtube.com/watch?v=vO7QXLTSE4I."
2576,274,.Sehrish.,"05/03/23 04:09:04am",".downloaded lecture file Lecture 1."
2577,274,.Sehrish.,"05/03/23 04:09:09am","user logged out"
2578,237,"Haroon ","05/03/23 04:10:26am","user Loged in"
2579,237,".Haroon .","05/03/23 04:10:27am","view notifications"
2580,237,".Haroon .","05/03/23 04:10:31am","view lectures"
2581,237,".Haroon .","05/03/23 04:10:38am",".viewed lecture link https://www.youtube.com/watch?v=3kL1Cof-WAs."
2582,237,".Haroon .","05/03/23 04:10:43am",".downloaded lecture file Lecture 2."
2583,237,".Haroon .","05/03/23 04:10:51am","attempt Quiz"
2585,237,".Haroon .","05/03/23 04:11:14am","view lectures"
2586,237,".Haroon .","05/03/23 04:11:37am","view progress"
2587,237,".Haroon .","05/03/23 04:12:09am","user logged out"
2588,291,Hina,"05/03/23 04:15:15am","user Loged in"
2589,291,.Hina.,"05/03/23 04:15:16am","view notifications"
2590,291,.Hina.,"05/03/23 04:15:27am","view lectures"
2591,291,.Hina.,"05/03/23 04:15:32am",".viewed lecture link https://www.youtube.com/watch?v=vO7QXLTSE4I."
2592,291,.Hina.,"05/03/23 04:15:36am",".downloaded lecture file Lecture 1."
2593,291,.Hina.,"05/03/23 04:15:39am","attempt Quiz"
2595,291,.Hina.,"05/03/23 04:16:03am","view lectures"
2596,291,.Hina.,"05/03/23 04:16:15am","view announcements"
2597,291,.Hina.,"05/03/23 04:16:18am","user logged out"
2598,237,"Haroon ","05/03/23 04:16:54am","user Loged in"
2599,237,".Haroon .","05/03/23 04:16:55am","view notifications"
2600,237,".Haroon .","05/03/23 04:17:03am","view lectures"
2601,237,".Haroon .","05/03/23 04:17:12am",".viewed lecture link https://www.youtube.com/watch?v=vO7QXLTSE4I."
2602,237,".Haroon .","05/03/23 04:17:15am",".downloaded lecture file Lecture 1."
2603,237,".Haroon .","05/03/23 04:17:20am","attempt Quiz"
2605,237,".Haroon .","05/03/23 04:17:43am","view lectures"
2606,237,".Haroon .","05/03/23 04:17:49am","view progress"
2607,237,".Haroon .","05/03/23 04:17:57am","user logged out"
2608,295,Haya,"05/03/23 04:19:08am","user Loged in"
2609,295,.Haya.,"05/03/23 04:19:09am","view notifications"
2610,295,.Haya.,"05/03/23 04:19:13am","view lectures"
2611,295,.Haya.,"05/03/23 04:19:19am",".viewed lecture link https://www.youtube.com/watch?v=vO7QXLTSE4I."
2612,295,.Haya.,"05/03/23 04:19:27am",".downloaded lecture file Lecture 1."
2613,295,.Haya.,"05/03/23 04:19:31am","user logged out"
2614,262,Fatima,"05/03/23 04:21:14am","user Loged in"
2615,262,.Fatima.,"05/03/23 04:21:15am","view notifications"
2616,262,.Fatima.,"05/03/23 04:21:19am","view lectures"
2617,262,.Fatima.,"05/03/23 04:21:23am","view assignment"
2618,262,.Fatima.,"05/03/23 04:21:27am","view lectures"
2619,262,.Fatima.,"05/03/23 04:21:34am",".viewed lecture link https://www.youtube.com/watch?v=vO7QXLTSE4I."
2620,262,.Fatima.,"05/03/23 04:21:42am",".downloaded lecture file Lecture 1."
2621,262,.Fatima.,"05/03/23 04:21:46am","attempt Quiz"
2623,262,.Fatima.,"05/03/23 04:22:15am","view lectures"
2624,262,.Fatima.,"05/03/23 04:22:18am","view assignment"
2625,262,.Fatima.,"05/03/23 04:22:21am","user logged out"
2626,248,Yasir,"05/03/23 04:23:06am","user Loged in"
2627,248,.Yasir.,"05/03/23 04:23:07am","view notifications"
2628,248,.Yasir.,"05/03/23 04:23:11am","view lectures"
2629,248,.Yasir.,"05/03/23 04:23:28am",".viewed lecture link https://www.youtube.com/watch?v=3kL1Cof-WAs."
2630,248,.Yasir.,"05/03/23 04:23:35am",".downloaded lecture file Lecture 2."
2631,248,.Yasir.,"05/03/23 04:23:40am","attempt Quiz"
2633,248,.Yasir.,"05/03/23 04:24:01am","view lectures"
2634,248,.Yasir.,"05/03/23 04:24:08am","view progress"
2635,248,.Yasir.,"05/03/23 04:24:21am","view announcements"
2636,248,.Yasir.,"05/03/23 04:24:24am","user logged out"
2637,220,Hira,"05/03/23 04:25:39am","user Loged in"
2638,220,.Hira.,"05/03/23 04:25:40am","view notifications"
2639,220,.Hira.,"05/03/23 04:25:47am","view lectures"
2640,220,.Hira.,"05/03/23 04:25:54am",".viewed lecture link https://www.youtube.com/watch?v=vO7QXLTSE4I."
2641,220,.Hira.,"05/03/23 04:25:58am",".downloaded lecture file Lecture 1."
2642,220,.Hira.,"05/03/23 04:26:02am","attempt Quiz"
2644,220,.Hira.,"05/03/23 04:26:27am","view lectures"
2645,220,.Hira.,"05/03/23 04:26:33am","view assignment"
2646,220,.Hira.,"05/03/23 04:26:44am","user logged out"
2647,245,Sumaira,"05/03/23 04:32:13am","user Loged in"
2648,245,.Sumaira.,"05/03/23 04:32:14am","view notifications"
2649,245,.Sumaira.,"05/03/23 04:32:54am","view lectures"
2650,245,.Sumaira.,"05/03/23 04:33:03am",".viewed lecture link https://www.youtube.com/watch?v=vO7QXLTSE4I."
2651,245,.Sumaira.,"05/03/23 04:33:09am",".downloaded lecture file Lecture 1."
2652,245,.Sumaira.,"05/03/23 04:33:12am","attempt Quiz"
2654,245,.Sumaira.,"05/03/23 04:33:40am","view lectures"
2655,245,.Sumaira.,"05/03/23 04:33:55am","user logged out"
2656,253,Hamza,"05/03/23 04:40:32am","user Loged in"
2657,253,.Hamza.,"05/03/23 04:40:33am","view notifications"
2658,253,.Hamza.,"05/03/23 04:40:41am","view lectures"
2659,253,.Hamza.,"05/03/23 04:40:46am",".downloaded lecture file Lecture 1."
2660,253,.Hamza.,"05/03/23 04:40:56am","attempt Quiz"
2662,253,.Hamza.,"05/03/23 04:41:14am","view lectures"
2663,253,.Hamza.,"05/03/23 04:41:21am",".viewed lecture link https://www.youtube.com/watch?v=vO7QXLTSE4I."
2664,253,.Hamza.,"05/03/23 04:41:28am","view assignment"
2665,253,.Hamza.,"05/03/23 04:41:30am","user logged out"
2666,241,Zar,"05/03/23 04:42:45am","user Loged in"
2667,241,.Zar.,"05/03/23 04:42:46am","view notifications"
2668,241,.Zar.,"05/03/23 04:42:50am","view lectures"
2669,241,.Zar.,"05/03/23 04:42:55am","attempt Quiz"
2671,241,.Zar.,"05/03/23 04:43:18am","view lectures"
2672,241,.Zar.,"05/03/23 04:43:24am","view progress"
2673,241,.Zar.,"05/03/23 04:43:29am","user logged out"
2674,278,Rimsha,"05/03/23 04:46:13am","user Loged in"
2675,278,.Rimsha.,"05/03/23 04:46:14am","view notifications"
2676,278,.Rimsha.,"05/03/23 04:46:21am","view lectures"
2677,278,.Rimsha.,"05/03/23 04:46:32am","view announcements"
2678,278,.Rimsha.,"05/03/23 04:46:36am","view lectures"
2679,278,.Rimsha.,"05/03/23 04:46:41am",".viewed lecture link https://www.youtube.com/watch?v=vO7QXLTSE4I."
2680,278,.Rimsha.,"05/03/23 04:46:45am",".downloaded lecture file Lecture 1."
2682,278,.Rimsha.,"05/03/23 04:47:14am","attempt Quiz"
2683,278,.Rimsha.,"05/03/23 04:47:14am","view lectures"
2684,278,.Rimsha.,"05/03/23 04:47:17am","view assignment"
2685,278,.Rimsha.,"05/03/23 04:47:20am","user logged out"
2686,286,Faizan,"05/03/23 04:58:45am","user Loged in"
2687,286,.Faizan.,"05/03/23 04:58:46am","view notifications"
2688,286,.Faizan.,"05/03/23 04:58:52am","view lectures"
2689,286,.Faizan.,"05/03/23 04:58:58am",".viewed lecture link https://www.youtube.com/watch?v=vO7QXLTSE4I."
2690,286,.Faizan.,"05/03/23 04:59:03am","user logged out"
2691,269,Sadia,"05/03/23 04:59:34am","user Loged in"
2692,269,.Sadia.,"05/03/23 04:59:35am","view notifications"
2693,269,.Sadia.,"05/03/23 04:59:41am","view lectures"
2694,269,.Sadia.,"05/03/23 04:59:52am",".viewed lecture link https://www.youtube.com/watch?v=vO7QXLTSE4I."
2695,269,.Sadia.,"05/03/23 05:00:11am",".downloaded lecture file Lecture 1."
2696,269,.Sadia.,"05/03/23 05:02:15am","attempt Quiz"
2698,269,.Sadia.,"05/03/23 05:02:37am","view lectures"
2699,269,.Sadia.,"05/03/23 05:02:45am","view progress"
2700,269,.Sadia.,"05/03/23 05:02:53am","user logged out"
2701,248,Yasir,"05/03/23 05:10:19am","user Loged in"
2702,248,.Yasir.,"05/03/23 05:10:20am","view notifications"
2703,248,.Yasir.,"05/03/23 05:10:27am","view lectures"
2706,248,.Yasir.,"05/03/23 05:12:06am",".viewed lecture link https://www.youtube.com/watch?v=OMuTdETbsDw."
2707,248,.Yasir.,"05/03/23 05:12:44am",".downloaded lecture file Lecture 3."
2708,248,.Yasir.,"05/03/23 05:16:54am","attempt Quiz"
2710,248,.Yasir.,"05/03/23 05:17:34am","view lectures"
2711,248,.Yasir.,"05/03/23 05:17:48am","view progress"
2712,248,.Yasir.,"05/03/23 05:18:13am","user logged out"
2713,291,Hina,"05/03/23 05:25:30am","user Loged in"
2714,291,.Hina.,"05/03/23 05:25:31am","view notifications"
2715,291,.Hina.,"05/03/23 05:25:57am","view lectures"
2716,291,.Hina.,"05/03/23 05:26:01am","view assignment"
2717,291,.Hina.,"05/03/23 05:26:05am","view lectures"
2718,291,.Hina.,"05/03/23 05:26:17am",".viewed lecture link https://www.youtube.com/watch?v=3kL1Cof-WAs."
2719,291,.Hina.,"05/03/23 05:27:51am",".downloaded lecture file Lecture 2."
2720,291,.Hina.,"05/03/23 05:29:47am","attempt Quiz"
2722,291,.Hina.,"05/03/23 05:30:12am","view lectures"
2723,291,.Hina.,"05/03/23 05:30:48am","user logged out"
2724,221,Anum,"05/05/23 03:05:35am","user Loged in"
2725,221,.Anum.,"05/05/23 03:05:37am","view notifications"
2726,221,.Anum.,"05/05/23 03:05:51am","view lectures"
2727,221,.Anum.,"05/05/23 03:06:31am",".viewed lecture link https://www.youtube.com/watch?v=vO7QXLTSE4I."
2728,221,.Anum.,"05/05/23 03:07:17am",".downloaded lecture file Lecture 1."
2729,221,.Anum.,"05/05/23 03:08:16am","attempt Quiz"
2731,221,.Anum.,"05/05/23 03:08:39am","view lectures"
2732,221,.Anum.,"05/05/23 03:09:11am","user logged out"
2733,228,"Rao Mhammad","05/05/23 03:11:11am","user Loged in"
2734,228,".Rao Mhammad.","05/05/23 03:11:12am","view notifications"
2735,228,".Rao Mhammad.","05/05/23 03:11:24am","view lectures"
2736,228,".Rao Mhammad.","05/05/23 03:11:40am",".viewed lecture link https://www.youtube.com/watch?v=vO7QXLTSE4I."
2737,228,".Rao Mhammad.","05/05/23 03:12:42am",".downloaded lecture file Lecture 1."
2738,228,".Rao Mhammad.","05/05/23 03:13:17am","attempt Quiz"
2740,228,".Rao Mhammad.","05/05/23 03:13:44am","view lectures"
2741,228,".Rao Mhammad.","05/05/23 03:14:06am","user logged out"
2742,292,kinza,"05/05/23 04:19:19am","user Loged in"
2743,292,.kinza.,"05/05/23 04:19:21am","view notifications"
2744,292,.kinza.,"05/05/23 04:19:32am","view lectures"
2745,292,.kinza.,"05/05/23 04:19:51am","view announcements"
2746,292,.kinza.,"05/05/23 04:19:53am","view lectures"
2747,292,.kinza.,"05/05/23 04:20:02am",".viewed lecture link https://www.youtube.com/watch?v=vO7QXLTSE4I."
2748,292,.kinza.,"05/05/23 04:20:54am",".downloaded lecture file Lecture 1."
2749,292,.kinza.,"05/05/23 04:21:37am","attempt Quiz"
2751,292,.kinza.,"05/05/23 04:22:21am","view lectures"
2752,292,.kinza.,"05/05/23 04:22:31am","view progress"
2753,292,.kinza.,"05/05/23 04:22:43am","user logged out"
2754,289,Mehak,"05/05/23 04:25:19am","user Loged in"
2755,289,.Mehak.,"05/05/23 04:25:20am","view notifications"
2756,289,.Mehak.,"05/05/23 04:26:01am","view lectures"
2757,289,.Mehak.,"05/05/23 04:26:19am",".viewed lecture link https://www.youtube.com/watch?v=vO7QXLTSE4I."
2759,289,.Mehak.,"05/05/23 04:27:29am","attempt Quiz"
2761,289,.Mehak.,"05/05/23 04:27:50am","view lectures"
2762,289,.Mehak.,"05/05/23 04:28:02am","view progress"
2763,289,.Mehak.,"05/05/23 04:28:25am","user logged out"
2764,283,Ali,"05/05/23 04:31:19am","user Loged in"
2765,283,.Ali.,"05/05/23 04:31:20am","view notifications"
2766,283,.Ali.,"05/05/23 04:31:51am","view lectures"
2767,283,.Ali.,"05/05/23 04:31:59am","view assignment"
2768,283,.Ali.,"05/05/23 04:32:14am","view lectures"
2769,283,.Ali.,"05/05/23 04:32:37am",".viewed lecture link https://www.youtube.com/watch?v=vO7QXLTSE4I."
2770,283,.Ali.,"05/05/23 04:33:23am",".downloaded lecture file Lecture 1."
2771,283,.Ali.,"05/05/23 04:33:48am","attempt Quiz"
2773,283,.Ali.,"05/05/23 04:34:17am","view lectures"
2774,283,.Ali.,"05/05/23 04:34:36am","view progress"
2775,283,.Ali.,"05/05/23 04:34:44am","view assignment"
2776,283,.Ali.,"05/05/23 04:34:55am","view announcements"
2777,283,.Ali.,"05/05/23 04:35:16am","user logged out"
2778,275,Rafia,"05/05/23 04:40:28am","user Loged in"
2779,275,.Rafia.,"05/05/23 04:40:29am","view notifications"
2780,275,.Rafia.,"05/05/23 04:40:38am","view lectures"
2781,275,.Rafia.,"05/05/23 04:40:52am","view progress"
2782,275,.Rafia.,"05/05/23 04:41:09am","view lectures"
2783,275,.Rafia.,"05/05/23 04:41:20am",".viewed lecture link https://www.youtube.com/watch?v=vO7QXLTSE4I."
2784,275,.Rafia.,"05/05/23 04:42:21am",".downloaded lecture file Lecture 1."
2785,275,.Rafia.,"05/05/23 04:43:04am","attempt Quiz"
2787,275,.Rafia.,"05/05/23 04:43:37am","view lectures"
2788,275,.Rafia.,"05/05/23 04:43:46am","view progress"
2789,275,.Rafia.,"05/05/23 04:43:55am","user logged out"
2790,259,Tayyaba,"05/05/23 04:45:36am","user Loged in"
2791,259,.Tayyaba.,"05/05/23 04:45:37am","view notifications"
2792,259,.Tayyaba.,"05/05/23 04:45:56am","view lectures"
2793,259,.Tayyaba.,"05/05/23 04:46:13am",".viewed lecture link https://www.youtube.com/watch?v=vO7QXLTSE4I."
2794,259,.Tayyaba.,"05/05/23 04:47:15am",".downloaded lecture file Lecture 1."
